"eevp_source","timestamp","year","mon","mday","hour","min","sec","sec_offset","votes","eevp","vote_shares_gideons","vote_shares_collinss"
"edison","2020-11-05T21:10:39Z",2020,11,5,21,10,39,1604639439,736269,86,0.43,0.503
"edison","2020-11-05T21:11:48Z",2020,11,5,21,11,48,1604639508,737214,86,0.43,0.503
"edison","2020-11-05T21:51:39Z",2020,11,5,21,51,39,1604641899,738593,86,0.43,0.503
"edison","2020-11-05T21:51:52Z",2020,11,5,21,51,52,1604641912,740260,86,0.43,0.503
"edison","2020-11-05T22:43:26Z",2020,11,5,22,43,26,1604645006,741152,86,0.429,0.504
"edison","2020-11-05T23:45:28Z",2020,11,5,23,45,28,1604648728,742478,86,0.43,0.503
"edison","2020-11-05T23:46:43Z",2020,11,5,23,46,43,1604648803,743519,86,0.43,0.503
"edison","2020-11-05T23:47:13Z",2020,11,5,23,47,13,1604648833,744461,87,0.429,0.504
"edison","2020-11-05T23:47:29Z",2020,11,5,23,47,29,1604648849,745374,87,0.429,0.504
"edison","2020-11-06T01:34:40Z",2020,11,6,1,34,40,1604655280,746212,87,0.429,0.504
"edison","2020-11-06T01:45:55Z",2020,11,6,1,45,55,1604655955,746489,87,0.429,0.504
"edison","2020-11-06T02:08:42Z",2020,11,6,2,8,42,1604657322,746722,87,0.429,0.504
"edison","2020-11-06T02:27:51Z",2020,11,6,2,27,51,1604658471,746906,87,0.429,0.504
"edison","2020-11-06T13:45:11Z",2020,11,6,13,45,11,1604699111,747633,87,0.429,0.504
"edison","2020-11-06T14:34:00Z",2020,11,6,14,34,0,1604702040,748242,87,0.429,0.504
"edison","2020-11-06T14:43:28Z",2020,11,6,14,43,28,1604702608,748449,87,0.429,0.504
"edison","2020-11-06T16:33:36Z",2020,11,6,16,33,36,1604709216,748575,87,0.429,0.504
"edison","2020-11-06T18:48:43Z",2020,11,6,18,48,43,1604717323,750856,87,0.429,0.504
"edison","2020-11-06T18:49:14Z",2020,11,6,18,49,14,1604717354,751405,87,0.429,0.504
"edison","2020-11-06T18:49:29Z",2020,11,6,18,49,29,1604717369,752389,87,0.428,0.505
"edison","2020-11-06T18:51:26Z",2020,11,6,18,51,26,1604717486,754097,88,0.428,0.505
"edison","2020-11-06T18:51:51Z",2020,11,6,18,51,51,1604717511,754628,88,0.428,0.505
"edison","2020-11-06T18:59:21Z",2020,11,6,18,59,21,1604717961,754633,88,0.428,0.505
"edison","2020-11-06T19:16:51Z",2020,11,6,19,16,51,1604719011,754897,88,0.428,0.505
"edison","2020-11-06T19:20:03Z",2020,11,6,19,20,3,1604719203,755001,88,0.428,0.505
"edison","2020-11-06T20:19:32Z",2020,11,6,20,19,32,1604722772,755489,88,0.428,0.505
"edison","2020-11-06T22:48:32Z",2020,11,6,22,48,32,1604731712,756222,88,0.428,0.505
"edison","2020-11-06T23:26:47Z",2020,11,6,23,26,47,1604734007,756863,88,0.428,0.505
"edison","2020-11-06T23:48:35Z",2020,11,6,23,48,35,1604735315,757265,88,0.428,0.505
"edison","2020-11-07T00:18:28Z",2020,11,7,0,18,28,1604737108,757623,88,0.428,0.505
"edison","2020-11-07T00:34:04Z",2020,11,7,0,34,4,1604738044,758162,88,0.428,0.505
"edison","2020-11-07T02:08:06Z",2020,11,7,2,8,6,1604743686,758180,88,0.428,0.505
"edison","2020-11-09T12:16:49Z",2020,11,9,12,16,49,1604953009,758687,88,0.427,0.505
"edison","2020-11-09T12:17:03Z",2020,11,9,12,17,3,1604953023,759312,88,0.427,0.506
"edison","2020-11-09T18:00:56Z",2020,11,9,18,0,56,1604973656,759633,88,0.427,0.506
"edison","2020-11-10T15:46:58Z",2020,11,10,15,46,58,1605052018,760344,88,0.427,0.506
"edison","2020-11-10T15:53:54Z",2020,11,10,15,53,54,1605052434,761055,88,0.427,0.506
"edison","2020-11-10T15:55:25Z",2020,11,10,15,55,25,1605052525,761644,89,0.427,0.506
"edison","2020-11-10T19:13:07Z",2020,11,10,19,13,7,1605064387,761847,89,0.427,0.506
"edison","2020-11-19T18:30:15Z",2020,11,19,18,30,15,1605839415,762452,89,0.427,0.506
"ap","2020-11-06T22:16:54.613Z",NA,NA,NA,NA,NA,NA,NA,811404,99,0.422,0.511
"edison","2020-11-19T18:30:15Z",2020,11,19,18,30,15,1605839415,762452,89,0.427,0.506
"edison","2020-11-25T05:23:57Z",2020,11,25,5,23,57,1606310637,762452,93,0.427,0.506
