"eevp_source","timestamp","year","mon","mday","hour","min","sec","sec_offset","votes","eevp","vote_shares_lewisj","vote_shares_smitht"
"edison","2020-11-11T20:08:45Z",2020,11,11,20,8,45,1605154125,3214950,97,0.435,0.488
"edison","2020-11-12T15:18:51Z",2020,11,12,15,18,51,1605223131,3214951,97,0.435,0.488
"edison","2020-11-12T15:28:46Z",2020,11,12,15,28,46,1605223726,3214954,97,0.435,0.488
"edison","2020-11-12T15:38:46Z",2020,11,12,15,38,46,1605224326,3214957,97,0.435,0.488
"edison","2020-11-12T15:48:45Z",2020,11,12,15,48,45,1605224925,3214959,97,0.435,0.488
"edison","2020-11-12T15:58:45Z",2020,11,12,15,58,45,1605225525,3214965,97,0.435,0.488
"edison","2020-11-12T16:08:46Z",2020,11,12,16,8,46,1605226126,3214966,97,0.435,0.488
"edison","2020-11-13T01:28:45Z",2020,11,13,1,28,45,1605259725,3214967,97,0.435,0.488
"edison","2020-11-19T17:10:46Z",2020,11,19,17,10,46,1605834646,3216022,97,0.435,0.488
"edison","2020-11-19T18:00:48Z",2020,11,19,18,0,48,1605837648,3216025,97,0.435,0.488
"ap","2020-11-19T17:59:32.590Z",NA,NA,NA,NA,NA,NA,NA,3211666,99,0.435,0.488
"edison","2020-11-21T01:20:56Z",2020,11,21,1,20,56,1605950456,3216341,97,0.435,0.488
"edison","2020-11-24T18:40:55Z",2020,11,24,18,40,55,1606272055,3216382,97,0.435,0.488
"edison","2020-11-25T15:33:02Z",2020,11,25,15,33,2,1606347182,3216382,98,0.435,0.488
"edison","2020-11-26T18:21:47Z",2020,11,26,18,21,47,1606443707,3216376,98,0.435,0.488
"edison","2020-11-26T18:29:01Z",2020,11,26,18,29,1,1606444141,3216379,98,0.435,0.488
"edison","2020-11-27T03:08:49Z",2020,11,27,3,8,49,1606475329,3216386,98,0.435,0.488
"edison","2020-11-27T03:20:27Z",2020,11,27,3,20,27,1606476027,3216384,98,0.435,0.488
"edison","2020-11-27T03:25:02Z",2020,11,27,3,25,2,1606476302,3216383,98,0.435,0.488
"edison","2020-11-27T03:26:51Z",2020,11,27,3,26,51,1606476411,3216368,98,0.435,0.488
"edison","2020-11-27T03:30:34Z",2020,11,27,3,30,34,1606476634,3216367,98,0.435,0.488
"edison","2020-11-27T03:40:34Z",2020,11,27,3,40,34,1606477234,3216366,98,0.435,0.488
"edison","2020-11-27T03:42:25Z",2020,11,27,3,42,25,1606477345,3216393,98,0.435,0.488
"edison","2020-11-27T03:46:31Z",2020,11,27,3,46,31,1606477591,3216379,98,0.435,0.488
"edison","2020-11-27T03:48:37Z",2020,11,27,3,48,37,1606477717,3216373,98,0.435,0.488
"edison","2020-11-27T03:52:38Z",2020,11,27,3,52,38,1606477958,3216395,98,0.435,0.488
"edison","2020-11-27T03:54:31Z",2020,11,27,3,54,31,1606478071,3216031,98,0.435,0.488
"edison","2020-11-27T03:56:16Z",2020,11,27,3,56,16,1606478176,3216029,98,0.435,0.488
"edison","2020-11-27T03:58:31Z",2020,11,27,3,58,31,1606478311,3216025,98,0.435,0.488
"edison","2020-11-27T04:00:07Z",2020,11,27,4,0,7,1606478407,3216018,98,0.435,0.488
"edison","2020-11-27T04:07:55Z",2020,11,27,4,7,55,1606478875,3216012,98,0.435,0.488
"edison","2020-11-27T04:10:02Z",2020,11,27,4,10,2,1606479002,3211992,98,0.435,0.488
"edison","2020-11-27T04:30:42Z",2020,11,27,4,30,42,1606480242,3211991,98,0.435,0.488
"edison","2020-11-27T04:33:05Z",2020,11,27,4,33,5,1606480385,3211986,98,0.435,0.488
"edison","2020-11-27T04:38:53Z",2020,11,27,4,38,53,1606480733,3211985,98,0.435,0.488
"edison","2020-11-27T04:44:45Z",2020,11,27,4,44,45,1606481085,3211995,98,0.435,0.488
