"timeStamp","precinctId","countyName","voteType","candidate","votes","delta"
"2020-11-27 04:08:19.000","Precinct 10","Dawes","total","jorgensenj","8","8"
"2020-11-27 04:08:19.000","Precinct 11","Dawes","total","trumpd","238","238"
"2020-11-27 04:08:19.000","Precinct 11","Dawes","total","bidenj","40","40"
"2020-11-27 04:08:19.000","Precinct 11","Dawes","total","jorgensenj","4","4"
"2020-11-27 04:08:19.000","Precinct 2","Dawes","total","trumpd","424","424"
"2020-11-27 04:08:19.000","Precinct 2","Dawes","total","bidenj","199","199"
"2020-11-27 04:08:19.000","Precinct 2","Dawes","total","jorgensenj","19","19"
"2020-11-27 04:08:19.000","Precinct 3","Dawes","total","trumpd","315","315"
"2020-11-27 04:08:19.000","Precinct 3","Dawes","total","bidenj","183","183"
"2020-11-27 04:08:19.000","Precinct 3","Dawes","total","jorgensenj","13","13"
"2020-11-27 04:08:19.000","Precinct 4","Dawes","total","trumpd","255","255"
"2020-11-27 04:08:19.000","Precinct 4","Dawes","total","bidenj","149","149"
"2020-11-27 04:08:19.000","Precinct 4","Dawes","total","jorgensenj","15","15"
"2020-11-27 04:08:19.000","Precinct 5","Dawes","total","trumpd","194","194"
"2020-11-27 04:08:19.000","Precinct 5","Dawes","total","bidenj","145","145"
"2020-11-27 04:08:19.000","Precinct 5","Dawes","total","jorgensenj","17","17"
"2020-11-27 04:08:19.000","Precinct 6","Dawes","total","trumpd","357","357"
"2020-11-27 04:08:19.000","Precinct 6","Dawes","total","bidenj","71","71"
"2020-11-27 04:08:19.000","Precinct 6","Dawes","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Precinct 7","Dawes","total","trumpd","200","200"
"2020-11-27 04:08:19.000","Precinct 7","Dawes","total","bidenj","38","38"
"2020-11-27 04:08:19.000","Precinct 7","Dawes","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Precinct 8","Dawes","total","trumpd","311","311"
"2020-11-27 04:08:19.000","Precinct 8","Dawes","total","bidenj","84","84"
"2020-11-27 04:08:19.000","Precinct 8","Dawes","total","jorgensenj","5","5"
"2020-11-27 04:08:19.000","Precinct 9","Dawes","total","trumpd","120","120"
"2020-11-27 04:08:19.000","Precinct 9","Dawes","total","bidenj","28","28"
"2020-11-27 04:08:19.000","Precinct 9","Dawes","total","jorgensenj","2","2"
"2020-11-27 04:08:19.000","Coyote","Dawson","total","trumpd","183","183"
"2020-11-27 04:08:19.000","Coyote","Dawson","total","bidenj","44","44"
"2020-11-27 04:08:19.000","Coyote","Dawson","total","jorgensenj","7","7"
"2020-11-27 04:08:19.000","Cozad East","Dawson","total","trumpd","673","673"
"2020-11-27 04:08:19.000","Cozad East","Dawson","total","bidenj","168","168"
"2020-11-27 04:08:19.000","Cozad East","Dawson","total","jorgensenj","13","13"
"2020-11-27 04:08:19.000","Cozad West","Dawson","total","trumpd","650","650"
"2020-11-27 04:08:19.000","Cozad West","Dawson","total","bidenj","172","172"
"2020-11-27 04:08:19.000","Cozad West","Dawson","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Fairview","Dawson","total","trumpd","114","114"
"2020-11-27 04:08:19.000","Fairview","Dawson","total","bidenj","27","27"
"2020-11-27 04:08:19.000","Fairview","Dawson","total","jorgensenj","2","2"
"2020-11-27 04:08:19.000","Farnam","Dawson","total","trumpd","126","126"
"2020-11-27 04:08:19.000","Farnam","Dawson","total","bidenj","11","11"
"2020-11-27 04:08:19.000","Farnam","Dawson","total","jorgensenj","2","2"
"2020-11-27 04:08:19.000","German","Dawson","total","trumpd","147","147"
"2020-11-27 04:08:19.000","German","Dawson","total","bidenj","12","12"
"2020-11-27 04:08:19.000","German","Dawson","total","jorgensenj","2","2"
"2020-11-27 04:08:19.000","Gillan","Dawson","total","trumpd","220","220"
"2020-11-27 04:08:19.000","Gillan","Dawson","total","bidenj","39","39"
"2020-11-27 04:08:19.000","Gillan","Dawson","total","jorgensenj","8","8"
"2020-11-27 04:08:19.000","Gothenburg East","Dawson","total","trumpd","727","727"
"2020-11-27 04:08:19.000","Gothenburg East","Dawson","total","bidenj","192","192"
"2020-11-27 04:08:19.000","Gothenburg East","Dawson","total","jorgensenj","19","19"
"2020-11-27 04:08:19.000","Gothenburg West","Dawson","total","trumpd","688","688"
"2020-11-27 04:08:19.000","Gothenburg West","Dawson","total","bidenj","202","202"
"2020-11-27 04:08:19.000","Gothenburg West","Dawson","total","jorgensenj","21","21"
"2020-11-27 04:08:19.000","Grant","Dawson","total","trumpd","214","214"
"2020-11-27 04:08:19.000","Grant","Dawson","total","bidenj","52","52"
"2020-11-27 04:08:19.000","Grant","Dawson","total","jorgensenj","3","3"
"2020-11-27 04:08:19.000","Kennebec","Dawson","total","trumpd","78","78"
"2020-11-27 04:08:19.000","Kennebec","Dawson","total","bidenj","15","15"
"2020-11-27 04:08:19.000","Kennebec","Dawson","total","jorgensenj","1","1"
"2020-11-27 04:08:19.000","Lexington 1st","Dawson","total","trumpd","220","220"
"2020-11-27 04:08:19.000","Lexington 1st","Dawson","total","bidenj","234","234"
"2020-11-27 04:08:19.000","Lexington 1st","Dawson","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Lexington 2nd","Dawson","total","trumpd","425","425"
"2020-11-27 04:08:19.000","Lexington 2nd","Dawson","total","bidenj","304","304"
"2020-11-27 04:08:19.000","Lexington 2nd","Dawson","total","jorgensenj","12","12"
"2020-11-27 04:08:19.000","Lexington 3rd","Dawson","total","trumpd","511","511"
"2020-11-27 04:08:19.000","Lexington 3rd","Dawson","total","bidenj","357","357"
"2020-11-27 04:08:19.000","Lexington 3rd","Dawson","total","jorgensenj","11","11"
"2020-11-27 04:08:19.000","Lexington 4th","Dawson","total","trumpd","110","110"
"2020-11-27 04:08:19.000","Lexington 4th","Dawson","total","bidenj","141","141"
"2020-11-27 04:08:19.000","Lexington 4th","Dawson","total","jorgensenj","4","4"
"2020-11-27 04:08:19.000","Lexington 5th","Dawson","total","trumpd","259","259"
"2020-11-27 04:08:19.000","Lexington 5th","Dawson","total","bidenj","310","310"
"2020-11-27 04:08:19.000","Lexington 5th","Dawson","total","jorgensenj","13","13"
"2020-11-27 04:08:19.000","New/Former Resident","Dawson","total","trumpd","2","2"
"2020-11-27 04:08:19.000","New/Former Resident","Dawson","total","bidenj","0","0"
"2020-11-27 04:08:19.000","New/Former Resident","Dawson","total","jorgensenj","0","0"
"2020-11-27 04:08:19.000","Overton","Dawson","total","trumpd","481","481"
"2020-11-27 04:08:19.000","Overton","Dawson","total","bidenj","77","77"
"2020-11-27 04:08:19.000","Overton","Dawson","total","jorgensenj","6","6"
"2020-11-27 04:08:19.000","Platte","Dawson","total","trumpd","295","295"
"2020-11-27 04:08:19.000","Platte","Dawson","total","bidenj","78","78"
"2020-11-27 04:08:19.000","Platte","Dawson","total","jorgensenj","2","2"
"2020-11-27 04:08:19.000","Ringgold","Dawson","total","trumpd","182","182"
"2020-11-27 04:08:19.000","Ringgold","Dawson","total","bidenj","35","35"
"2020-11-27 04:08:19.000","Ringgold","Dawson","total","jorgensenj","4","4"
"2020-11-27 04:08:19.000","Woodriver","Dawson","total","trumpd","219","219"
"2020-11-27 04:08:19.000","Woodriver","Dawson","total","bidenj","27","27"
"2020-11-27 04:08:19.000","Woodriver","Dawson","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Big Springs","Deuel","total","trumpd","300","300"
"2020-11-27 04:08:19.000","Big Springs","Deuel","total","bidenj","54","54"
"2020-11-27 04:08:19.000","Big Springs","Deuel","total","jorgensenj","6","6"
"2020-11-27 04:08:19.000","Chappell","Deuel","total","trumpd","292","292"
"2020-11-27 04:08:19.000","Chappell","Deuel","total","bidenj","56","56"
"2020-11-27 04:08:19.000","Chappell","Deuel","total","jorgensenj","5","5"
"2020-11-27 04:08:19.000","New/Former Resident","Deuel","total","trumpd","0","0"
"2020-11-27 04:08:19.000","New/Former Resident","Deuel","total","bidenj","0","0"
"2020-11-27 04:08:19.000","New/Former Resident","Deuel","total","jorgensenj","0","0"
"2020-11-27 04:08:19.000","Swan","Deuel","total","trumpd","279","279"
"2020-11-27 04:08:19.000","Swan","Deuel","total","bidenj","31","31"
"2020-11-27 04:08:19.000","Swan","Deuel","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Concord-Dixon-Clark","Dixon","total","trumpd","250","250"
"2020-11-27 04:08:19.000","Concord-Dixon-Clark","Dixon","total","bidenj","44","44"
"2020-11-27 04:08:19.000","Concord-Dixon-Clark","Dixon","total","jorgensenj","16","16"
"2020-11-27 04:08:19.000","Daily-Hooker-Newcastle","Dixon","total","trumpd","360","360"
"2020-11-27 04:08:19.000","Daily-Hooker-Newcastle","Dixon","total","bidenj","95","95"
"2020-11-27 04:08:19.000","Daily-Hooker-Newcastle","Dixon","total","jorgensenj","6","6"
"2020-11-27 04:08:19.000","Emerson","Dixon","total","trumpd","167","167"
"2020-11-27 04:08:19.000","Emerson","Dixon","total","bidenj","57","57"
"2020-11-27 04:08:19.000","Emerson","Dixon","total","jorgensenj","7","7"
"2020-11-27 04:08:19.000","Galena-Silvercreek","Dixon","total","trumpd","205","205"
"2020-11-27 04:08:19.000","Galena-Silvercreek","Dixon","total","bidenj","33","33"
"2020-11-27 04:08:19.000","Galena-Silvercreek","Dixon","total","jorgensenj","7","7"
"2020-11-27 04:08:19.000","Logan-Wakefield 3","Dixon","total","trumpd","174","174"
"2020-11-27 04:08:19.000","Logan-Wakefield 3","Dixon","total","bidenj","44","44"
"2020-11-27 04:08:19.000","Logan-Wakefield 3","Dixon","total","jorgensenj","5","5"
"2020-11-27 04:08:19.000","Logan-Wakefield 3 (CG1)","Dixon","total","trumpd","7","7"
"2020-11-27 04:08:19.000","Logan-Wakefield 3 (CG1)","Dixon","total","bidenj","3","3"
"2020-11-27 04:08:19.000","Logan-Wakefield 3 (CG1)","Dixon","total","jorgensenj","4","4"
"2020-11-27 04:08:19.000","New/Former Resident 1","Dixon","total","trumpd","0","0"
"2020-11-27 04:08:19.000","New/Former Resident 1","Dixon","total","bidenj","0","0"
"2020-11-27 04:08:19.000","New/Former Resident 1","Dixon","total","jorgensenj","0","0"
"2020-11-27 04:08:19.000","New/Former Resident 2","Dixon","total","trumpd","0","0"
"2020-11-27 04:08:19.000","New/Former Resident 2","Dixon","total","bidenj","0","0"
"2020-11-27 04:08:19.000","New/Former Resident 2","Dixon","total","jorgensenj","0","0"
"2020-11-27 04:08:19.000","Ottercreek","Dixon","total","trumpd","103","103"
"2020-11-27 04:08:19.000","Ottercreek","Dixon","total","bidenj","30","30"
"2020-11-27 04:08:19.000","Ottercreek","Dixon","total","jorgensenj","4","4"
"2020-11-27 04:08:19.000","Ponca 1","Dixon","total","trumpd","173","173"
"2020-11-27 04:08:19.000","Ponca 1","Dixon","total","bidenj","63","63"
"2020-11-27 04:08:19.000","Ponca 1","Dixon","total","jorgensenj","5","5"
"2020-11-27 04:08:19.000","Ponca 2","Dixon","total","trumpd","187","187"
"2020-11-27 04:08:19.000","Ponca 2","Dixon","total","bidenj","58","58"
"2020-11-27 04:08:19.000","Ponca 2","Dixon","total","jorgensenj","12","12"
"2020-11-27 04:08:19.000","Ponca Township","Dixon","total","trumpd","216","216"
"2020-11-27 04:08:19.000","Ponca Township","Dixon","total","bidenj","40","40"
"2020-11-27 04:08:19.000","Ponca Township","Dixon","total","jorgensenj","7","7"
"2020-11-27 04:08:19.000","Springbank","Dixon","total","trumpd","266","266"
"2020-11-27 04:08:19.000","Springbank","Dixon","total","bidenj","53","53"
"2020-11-27 04:08:19.000","Springbank","Dixon","total","jorgensenj","14","14"
"2020-11-27 04:08:19.000","Wakefield 1","Dixon","total","trumpd","133","133"
"2020-11-27 04:08:19.000","Wakefield 1","Dixon","total","bidenj","81","81"
"2020-11-27 04:08:19.000","Wakefield 1","Dixon","total","jorgensenj","5","5"
"2020-11-27 04:08:19.000","Wakefield 2","Dixon","total","trumpd","94","94"
"2020-11-27 04:08:19.000","Wakefield 2","Dixon","total","bidenj","50","50"
"2020-11-27 04:08:19.000","Wakefield 2","Dixon","total","jorgensenj","5","5"
"2020-11-27 04:08:19.000","City of Hooper","Dodge","total","trumpd","345","345"
"2020-11-27 04:08:19.000","City of Hooper","Dodge","total","bidenj","131","131"
"2020-11-27 04:08:19.000","City of Hooper","Dodge","total","jorgensenj","7","7"
"2020-11-27 04:08:19.000","City of North Bend","Dodge","total","trumpd","450","450"
"2020-11-27 04:08:19.000","City of North Bend","Dodge","total","bidenj","164","164"
"2020-11-27 04:08:19.000","City of North Bend","Dodge","total","jorgensenj","19","19"
"2020-11-27 04:08:19.000","City of Scribner","Dodge","total","trumpd","354","354"
"2020-11-27 04:08:19.000","City of Scribner","Dodge","total","bidenj","77","77"
"2020-11-27 04:08:19.000","City of Scribner","Dodge","total","jorgensenj","12","12"
"2020-11-27 04:08:19.000","Cuming/Everett Townships","Dodge","total","trumpd","198","198"
"2020-11-27 04:08:19.000","Cuming/Everett Townships","Dodge","total","bidenj","53","53"
"2020-11-27 04:08:19.000","Cuming/Everett Townships","Dodge","total","jorgensenj","5","5"
"2020-11-27 04:08:19.000","Elkhorn Township","Dodge","total","trumpd","169","169"
"2020-11-27 04:08:19.000","Elkhorn Township","Dodge","total","bidenj","43","43"
"2020-11-27 04:08:19.000","Elkhorn Township","Dodge","total","jorgensenj","1","1"
"2020-11-27 04:08:19.000","Fremont 1A","Dodge","total","trumpd","451","451"
"2020-11-27 04:08:19.000","Fremont 1A","Dodge","total","bidenj","296","296"
"2020-11-27 04:08:19.000","Fremont 1A","Dodge","total","jorgensenj","28","28"
"2020-11-27 04:08:19.000","Fremont 1B","Dodge","total","trumpd","388","388"
"2020-11-27 04:08:19.000","Fremont 1B","Dodge","total","bidenj","233","233"
"2020-11-27 04:08:19.000","Fremont 1B","Dodge","total","jorgensenj","20","20"
"2020-11-27 04:08:19.000","Fremont 1C","Dodge","total","trumpd","582","582"
"2020-11-27 04:08:19.000","Fremont 1C","Dodge","total","bidenj","280","280"
"2020-11-27 04:08:19.000","Fremont 1C","Dodge","total","jorgensenj","10","10"
"2020-11-27 04:08:19.000","Fremont 1D","Dodge","total","trumpd","292","292"
"2020-11-27 04:08:19.000","Fremont 1D","Dodge","total","bidenj","201","201"
"2020-11-27 04:08:19.000","Fremont 1D","Dodge","total","jorgensenj","7","7"
"2020-11-27 04:08:19.000","Fremont 1E","Dodge","total","trumpd","452","452"
"2020-11-27 04:08:19.000","Fremont 1E","Dodge","total","bidenj","300","300"
"2020-11-27 04:08:19.000","Fremont 1E","Dodge","total","jorgensenj","11","11"
"2020-11-27 04:08:19.000","Fremont 2A","Dodge","total","trumpd","262","262"
"2020-11-27 04:08:19.000","Fremont 2A","Dodge","total","bidenj","191","191"
"2020-11-27 04:08:19.000","Fremont 2A","Dodge","total","jorgensenj","16","16"
"2020-11-27 04:08:19.000","Fremont 2B","Dodge","total","trumpd","277","277"
"2020-11-27 04:08:19.000","Fremont 2B","Dodge","total","bidenj","177","177"
"2020-11-27 04:08:19.000","Fremont 2B","Dodge","total","jorgensenj","8","8"
"2020-11-27 04:08:19.000","Fremont 2C","Dodge","total","trumpd","594","594"
"2020-11-27 04:08:19.000","Fremont 2C","Dodge","total","bidenj","288","288"
"2020-11-27 04:08:19.000","Fremont 2C","Dodge","total","jorgensenj","18","18"
"2020-11-27 04:08:19.000","Fremont 2D","Dodge","total","trumpd","220","220"
"2020-11-27 04:08:19.000","Fremont 2D","Dodge","total","bidenj","112","112"
"2020-11-27 04:08:19.000","Fremont 2D","Dodge","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Fremont 2E","Dodge","total","trumpd","348","348"
"2020-11-27 04:08:19.000","Fremont 2E","Dodge","total","bidenj","236","236"
"2020-11-27 04:08:19.000","Fremont 2E","Dodge","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Fremont 3A","Dodge","total","trumpd","199","199"
"2020-11-27 04:08:19.000","Fremont 3A","Dodge","total","bidenj","136","136"
"2020-11-27 04:08:19.000","Fremont 3A","Dodge","total","jorgensenj","7","7"
"2020-11-27 04:08:19.000","Fremont 3B","Dodge","total","trumpd","103","103"
"2020-11-27 04:08:19.000","Fremont 3B","Dodge","total","bidenj","112","112"
"2020-11-27 04:08:19.000","Fremont 3B","Dodge","total","jorgensenj","9","9"
"2020-11-27 04:08:19.000","Fremont 3C","Dodge","total","trumpd","209","209"
"2020-11-27 04:08:19.000","Fremont 3C","Dodge","total","bidenj","152","152"
"2020-11-27 04:08:19.000","Fremont 3C","Dodge","total","jorgensenj","11","11"
"2020-11-27 04:08:19.000","Fremont 3D","Dodge","total","trumpd","315","315"
"2020-11-27 04:08:19.000","Fremont 3D","Dodge","total","bidenj","227","227"
"2020-11-27 04:08:19.000","Fremont 3D","Dodge","total","jorgensenj","8","8"
"2020-11-27 04:08:19.000","Fremont 3E","Dodge","total","trumpd","287","287"
"2020-11-27 04:08:19.000","Fremont 3E","Dodge","total","bidenj","213","213"
"2020-11-27 04:08:19.000","Fremont 3E","Dodge","total","jorgensenj","13","13"
"2020-11-27 04:08:19.000","Fremont 4A","Dodge","total","trumpd","382","382"
"2020-11-27 04:08:19.000","Fremont 4A","Dodge","total","bidenj","233","233"
"2020-11-27 04:08:19.000","Fremont 4A","Dodge","total","jorgensenj","11","11"
"2020-11-27 04:08:19.000","Fremont 4B","Dodge","total","trumpd","271","271"
"2020-11-27 04:08:19.000","Fremont 4B","Dodge","total","bidenj","172","172"
"2020-11-27 04:08:19.000","Fremont 4B","Dodge","total","jorgensenj","13","13"
"2020-11-27 04:08:19.000","Fremont 4C","Dodge","total","trumpd","559","559"
"2020-11-27 04:08:19.000","Fremont 4C","Dodge","total","bidenj","295","295"
"2020-11-27 04:08:19.000","Fremont 4C","Dodge","total","jorgensenj","17","17"
"2020-11-27 04:08:19.000","Fremont 4D","Dodge","total","trumpd","614","614"
"2020-11-27 04:08:19.000","Fremont 4D","Dodge","total","bidenj","313","313"
"2020-11-27 04:08:19.000","Fremont 4D","Dodge","total","jorgensenj","16","16"
"2020-11-27 04:08:19.000","Fremont 4E","Dodge","total","trumpd","188","188"
"2020-11-27 04:08:19.000","Fremont 4E","Dodge","total","bidenj","104","104"
"2020-11-27 04:08:19.000","Fremont 4E","Dodge","total","jorgensenj","11","11"
"2020-11-27 04:08:19.000","Hooper/Logan Townships","Dodge","total","trumpd","366","366"
"2020-11-27 04:08:19.000","Hooper/Logan Townships","Dodge","total","bidenj","100","100"
"2020-11-27 04:08:19.000","Hooper/Logan Townships","Dodge","total","jorgensenj","5","5"
"2020-11-27 04:08:19.000","New/Former Resident","Dodge","total","trumpd","1","1"
"2020-11-27 04:08:19.000","New/Former Resident","Dodge","total","bidenj","0","0"
"2020-11-27 04:08:19.000","New/Former Resident","Dodge","total","jorgensenj","0","0"
"2020-11-27 04:08:19.000","Nickerson/Maple Townships","Dodge","total","trumpd","392","392"
"2020-11-27 04:08:19.000","Nickerson/Maple Townships","Dodge","total","bidenj","147","147"
"2020-11-27 04:08:19.000","Nickerson/Maple Townships","Dodge","total","jorgensenj","8","8"
"2020-11-27 04:08:19.000","Pebble Township","Dodge","total","trumpd","203","203"
"2020-11-27 04:08:19.000","Pebble Township","Dodge","total","bidenj","42","42"
"2020-11-27 04:08:19.000","Pebble Township","Dodge","total","jorgensenj","3","3"
"2020-11-27 04:08:19.000","Platte East","Dodge","total","trumpd","177","177"
"2020-11-27 04:08:19.000","Platte East","Dodge","total","bidenj","117","117"
"2020-11-27 04:08:19.000","Platte East","Dodge","total","jorgensenj","6","6"
"2020-11-27 04:08:19.000","Platte West","Dodge","total","trumpd","516","516"
"2020-11-27 04:08:19.000","Platte West","Dodge","total","bidenj","190","190"
"2020-11-27 04:08:19.000","Platte West","Dodge","total","jorgensenj","13","13"
"2020-11-27 04:08:19.000","Union/Cott/Ridg/PV Townships","Dodge","total","trumpd","477","477"
"2020-11-27 04:08:19.000","Union/Cott/Ridg/PV Townships","Dodge","total","bidenj","130","130"
"2020-11-27 04:08:19.000","Union/Cott/Ridg/PV Townships","Dodge","total","jorgensenj","11","11"
"2020-11-27 04:08:19.000","Webster Township","Dodge","total","trumpd","343","343"
"2020-11-27 04:08:19.000","Webster Township","Dodge","total","bidenj","79","79"
"2020-11-27 04:08:19.000","Webster Township","Dodge","total","jorgensenj","6","6"
"2020-11-27 04:08:19.000","01-02","Douglas","total","trumpd","640","640"
"2020-11-27 04:08:19.000","01-02","Douglas","total","bidenj","603","603"
"2020-11-27 04:08:19.000","01-02","Douglas","total","jorgensenj","22","22"
"2020-11-27 04:08:19.000","01-03","Douglas","total","trumpd","380","380"
"2020-11-27 04:08:19.000","01-03","Douglas","total","bidenj","571","571"
"2020-11-27 04:08:19.000","01-03","Douglas","total","jorgensenj","12","12"
"2020-11-27 04:08:19.000","01-04","Douglas","total","trumpd","306","306"
"2020-11-27 04:08:19.000","01-04","Douglas","total","bidenj","783","783"
"2020-11-27 04:08:19.000","01-04","Douglas","total","jorgensenj","26","26"
"2020-11-27 04:08:19.000","01-05","Douglas","total","trumpd","418","418"
"2020-11-27 04:08:19.000","01-05","Douglas","total","bidenj","724","724"
"2020-11-27 04:08:19.000","01-05","Douglas","total","jorgensenj","19","19"
"2020-11-27 04:08:19.000","01-07","Douglas","total","trumpd","341","341"
"2020-11-27 04:08:19.000","01-07","Douglas","total","bidenj","1001","1001"
"2020-11-27 04:08:19.000","01-07","Douglas","total","jorgensenj","39","39"
"2020-11-27 04:08:19.000","01-08","Douglas","total","trumpd","373","373"
"2020-11-27 04:08:19.000","01-08","Douglas","total","bidenj","938","938"
"2020-11-27 04:08:19.000","01-08","Douglas","total","jorgensenj","26","26"
"2020-11-27 04:08:19.000","01-09","Douglas","total","trumpd","323","323"
"2020-11-27 04:08:19.000","01-09","Douglas","total","bidenj","628","628"
"2020-11-27 04:08:19.000","01-09","Douglas","total","jorgensenj","23","23"
"2020-11-27 04:08:19.000","01-10","Douglas","total","trumpd","265","265"
"2020-11-27 04:08:19.000","01-10","Douglas","total","bidenj","316","316"
"2020-11-27 04:08:19.000","01-10","Douglas","total","jorgensenj","17","17"
"2020-11-27 04:08:19.000","01-11","Douglas","total","trumpd","372","372"
"2020-11-27 04:08:19.000","01-11","Douglas","total","bidenj","681","681"
"2020-11-27 04:08:19.000","01-11","Douglas","total","jorgensenj","37","37"
"2020-11-27 04:08:19.000","01-12","Douglas","total","trumpd","60","60"
"2020-11-27 04:08:19.000","01-12","Douglas","total","bidenj","57","57"
"2020-11-27 04:08:19.000","01-12","Douglas","total","jorgensenj","6","6"
"2020-11-27 04:08:19.000","01-13","Douglas","total","trumpd","598","598"
"2020-11-27 04:08:19.000","01-13","Douglas","total","bidenj","885","885"
"2020-11-27 04:08:19.000","01-13","Douglas","total","jorgensenj","28","28"
"2020-11-27 04:08:19.000","01-14","Douglas","total","trumpd","407","407"
"2020-11-27 04:08:19.000","01-14","Douglas","total","bidenj","1274","1274"
"2020-11-27 04:08:19.000","01-14","Douglas","total","jorgensenj","32","32"
"2020-11-27 04:08:19.000","01-15","Douglas","total","trumpd","512","512"
"2020-11-27 04:08:19.000","01-15","Douglas","total","bidenj","1030","1030"
"2020-11-27 04:08:19.000","01-15","Douglas","total","jorgensenj","45","45"
"2020-11-27 04:08:19.000","01-16","Douglas","total","trumpd","362","362"
"2020-11-27 04:08:19.000","01-16","Douglas","total","bidenj","566","566"
"2020-11-27 04:08:19.000","01-16","Douglas","total","jorgensenj","17","17"
"2020-11-27 04:08:19.000","01-17","Douglas","total","trumpd","251","251"
"2020-11-27 04:08:19.000","01-17","Douglas","total","bidenj","999","999"
"2020-11-27 04:08:19.000","01-17","Douglas","total","jorgensenj","20","20"
"2020-11-27 04:08:19.000","01-18","Douglas","total","trumpd","508","508"
"2020-11-27 04:08:19.000","01-18","Douglas","total","bidenj","1189","1189"
"2020-11-27 04:08:19.000","01-18","Douglas","total","jorgensenj","23","23"
"2020-11-27 04:08:19.000","01-19","Douglas","total","trumpd","471","471"
"2020-11-27 04:08:19.000","01-19","Douglas","total","bidenj","821","821"
"2020-11-27 04:08:19.000","01-19","Douglas","total","jorgensenj","25","25"
"2020-11-27 04:08:19.000","01-20","Douglas","total","trumpd","435","435"
"2020-11-27 04:08:19.000","01-20","Douglas","total","bidenj","679","679"
"2020-11-27 04:08:19.000","01-20","Douglas","total","jorgensenj","14","14"
"2020-11-27 04:08:19.000","01-21","Douglas","total","trumpd","461","461"
"2020-11-27 04:08:19.000","01-21","Douglas","total","bidenj","820","820"
"2020-11-27 04:08:19.000","01-21","Douglas","total","jorgensenj","27","27"
"2020-11-27 04:08:19.000","01-22","Douglas","total","trumpd","460","460"
"2020-11-27 04:08:19.000","01-22","Douglas","total","bidenj","626","626"
"2020-11-27 04:08:19.000","01-22","Douglas","total","jorgensenj","8","8"
"2020-11-27 04:08:19.000","01-23","Douglas","total","trumpd","398","398"
"2020-11-27 04:08:19.000","01-23","Douglas","total","bidenj","647","647"
"2020-11-27 04:08:19.000","01-23","Douglas","total","jorgensenj","19","19"
"2020-11-27 04:08:19.000","01-24","Douglas","total","trumpd","381","381"
"2020-11-27 04:08:19.000","01-24","Douglas","total","bidenj","659","659"
"2020-11-27 04:08:19.000","01-24","Douglas","total","jorgensenj","21","21"
"2020-11-27 04:08:19.000","01-25","Douglas","total","trumpd","284","284"
"2020-11-27 04:08:19.000","01-25","Douglas","total","bidenj","602","602"
"2020-11-27 04:08:19.000","01-25","Douglas","total","jorgensenj","34","34"
"2020-11-27 04:08:19.000","01-26","Douglas","total","trumpd","189","189"
"2020-11-27 04:08:19.000","01-26","Douglas","total","bidenj","778","778"
"2020-11-27 04:08:19.000","01-26","Douglas","total","jorgensenj","16","16"
"2020-11-27 04:08:19.000","01-27","Douglas","total","trumpd","504","504"
"2020-11-27 04:08:19.000","01-27","Douglas","total","bidenj","571","571"
"2020-11-27 04:08:19.000","01-27","Douglas","total","jorgensenj","19","19"
"2020-11-27 04:08:19.000","01-28","Douglas","total","trumpd","485","485"
"2020-11-27 04:08:19.000","01-28","Douglas","total","bidenj","605","605"
"2020-11-27 04:08:19.000","01-28","Douglas","total","jorgensenj","27","27"
"2020-11-27 04:08:19.000","01-29","Douglas","total","trumpd","441","441"
"2020-11-27 04:08:19.000","01-29","Douglas","total","bidenj","576","576"
"2020-11-27 04:08:19.000","01-29","Douglas","total","jorgensenj","35","35"
"2020-11-27 04:08:19.000","01-30","Douglas","total","trumpd","498","498"
"2020-11-27 04:08:19.000","01-30","Douglas","total","bidenj","692","692"
"2020-11-27 04:08:19.000","01-30","Douglas","total","jorgensenj","27","27"
"2020-11-27 04:08:19.000","01-31","Douglas","total","trumpd","538","538"
"2020-11-27 04:08:19.000","01-31","Douglas","total","bidenj","834","834"
"2020-11-27 04:08:19.000","01-31","Douglas","total","jorgensenj","18","18"
"2020-11-27 04:08:19.000","02-01","Douglas","total","trumpd","264","264"
"2020-11-27 04:08:19.000","02-01","Douglas","total","bidenj","581","581"
"2020-11-27 04:08:19.000","02-01","Douglas","total","jorgensenj","29","29"
"2020-11-27 04:08:19.000","02-02","Douglas","total","trumpd","221","221"
"2020-11-27 04:08:19.000","02-02","Douglas","total","bidenj","689","689"
"2020-11-27 04:08:19.000","02-02","Douglas","total","jorgensenj","30","30"
"2020-11-27 04:08:19.000","02-03","Douglas","total","trumpd","305","305"
"2020-11-27 04:08:19.000","02-03","Douglas","total","bidenj","910","910"
"2020-11-27 04:08:19.000","02-03","Douglas","total","jorgensenj","26","26"
"2020-11-27 04:08:19.000","02-04","Douglas","total","trumpd","119","119"
"2020-11-27 04:08:19.000","02-04","Douglas","total","bidenj","629","629"
"2020-11-27 04:08:19.000","02-04","Douglas","total","jorgensenj","12","12"
