"eevp_source","timestamp","year","mon","mday","hour","min","sec","sec_offset","votes","eevp","vote_shares_marshallr","vote_shares_bollierb"
"edison","2020-11-06T20:46:22Z",2020,11,6,20,46,22,1604724382,1327526,99,0.536,0.414
"edison","2020-11-06T20:51:06Z",2020,11,6,20,51,6,1604724666,1327528,99,0.536,0.414
"edison","2020-11-06T20:55:12Z",2020,11,6,20,55,12,1604724912,1327909,99,0.536,0.414
"edison","2020-11-06T20:56:30Z",2020,11,6,20,56,30,1604724990,1327925,99,0.536,0.414
"edison","2020-11-06T21:14:15Z",2020,11,6,21,14,15,1604726055,1327928,99,0.536,0.414
"edison","2020-11-06T21:16:27Z",2020,11,6,21,16,27,1604726187,1327930,99,0.536,0.414
"edison","2020-11-06T21:20:11Z",2020,11,6,21,20,11,1604726411,1327950,99,0.536,0.414
"edison","2020-11-06T21:31:13Z",2020,11,6,21,31,13,1604727073,1327955,99,0.536,0.414
"edison","2020-11-06T21:34:25Z",2020,11,6,21,34,25,1604727265,1327956,99,0.536,0.414
"edison","2020-11-06T22:23:24Z",2020,11,6,22,23,24,1604730204,1327960,99,0.536,0.414
"edison","2020-11-06T22:32:06Z",2020,11,6,22,32,6,1604730726,1328077,99,0.536,0.414
"edison","2020-11-06T22:40:17Z",2020,11,6,22,40,17,1604731217,1328078,99,0.536,0.414
"edison","2020-11-06T22:42:09Z",2020,11,6,22,42,9,1604731329,1328079,99,0.536,0.414
"edison","2020-11-06T22:47:24Z",2020,11,6,22,47,24,1604731644,1328095,99,0.536,0.414
"edison","2020-11-06T22:48:16Z",2020,11,6,22,48,16,1604731696,1328096,99,0.536,0.414
"edison","2020-11-06T22:49:12Z",2020,11,6,22,49,12,1604731752,1328105,99,0.536,0.414
"edison","2020-11-06T22:59:20Z",2020,11,6,22,59,20,1604732360,1328107,99,0.536,0.414
"edison","2020-11-06T23:02:09Z",2020,11,6,23,2,9,1604732529,1328118,99,0.536,0.414
"edison","2020-11-06T23:03:09Z",2020,11,6,23,3,9,1604732589,1328120,99,0.536,0.414
"edison","2020-11-06T23:06:18Z",2020,11,6,23,6,18,1604732778,1328165,99,0.536,0.414
"edison","2020-11-06T23:08:15Z",2020,11,6,23,8,15,1604732895,1328324,99,0.536,0.414
"edison","2020-11-06T23:09:07Z",2020,11,6,23,9,7,1604732947,1328362,99,0.536,0.414
"edison","2020-11-06T23:11:12Z",2020,11,6,23,11,12,1604733072,1328382,99,0.536,0.414
"edison","2020-11-06T23:18:04Z",2020,11,6,23,18,4,1604733484,1328383,99,0.536,0.414
"edison","2020-11-06T23:20:20Z",2020,11,6,23,20,20,1604733620,1328466,99,0.536,0.414
"edison","2020-11-06T23:21:08Z",2020,11,6,23,21,8,1604733668,1328468,99,0.536,0.414
"edison","2020-11-06T23:26:08Z",2020,11,6,23,26,8,1604733968,1328480,99,0.536,0.414
"edison","2020-11-06T23:28:19Z",2020,11,6,23,28,19,1604734099,1328481,99,0.536,0.414
"edison","2020-11-06T23:32:09Z",2020,11,6,23,32,9,1604734329,1328534,99,0.536,0.414
"edison","2020-11-06T23:36:07Z",2020,11,6,23,36,7,1604734567,1328635,99,0.536,0.414
"edison","2020-11-06T23:41:17Z",2020,11,6,23,41,17,1604734877,1333754,99,0.536,0.415
"edison","2020-11-10T17:03:00Z",2020,11,10,17,3,0,1605056580,1332125,99,0.535,0.415
"edison","2020-11-10T17:04:38Z",2020,11,10,17,4,38,1605056678,1330492,99,0.535,0.416
"edison","2020-11-10T17:48:28Z",2020,11,10,17,48,28,1605059308,1329966,99,0.535,0.416
"edison","2020-11-10T18:35:40Z",2020,11,10,18,35,40,1605062140,1330492,99,0.535,0.416
"edison","2020-11-11T17:18:16Z",2020,11,11,17,18,16,1605143896,1330054,99,0.535,0.416
"ap","2020-11-19T19:12:55.663Z",NA,NA,NA,NA,NA,NA,NA,1329556,99,0.535,0.416
"edison","2020-11-20T14:18:41Z",2020,11,20,14,18,41,1605910721,1330054,100,0.535,0.416
"edison","2020-12-04T16:54:51Z",2020,12,4,16,54,51,1607129691,1340883,100,0.534,0.417
"edison","2020-12-04T16:58:33Z",2020,12,4,16,58,33,1607129913,1342454,100,0.533,0.417
"edison","2020-12-04T17:07:22Z",2020,12,4,17,7,22,1607130442,1342966,100,0.533,0.417
"edison","2020-12-04T17:32:02Z",2020,12,4,17,32,2,1607131922,1367755,100,0.532,0.418
