"time_offset_ms","sid","cid","pid","vid","tally","votes_bidenj","votes_trumpd","votes_others"
0,4,2,153,2,1219,804,394,21
0,4,2,154,1,251,228,22,1
0,4,2,154,2,654,552,94,8
0,4,2,155,1,245,221,21,3
0,4,2,155,2,735,639,87,9
0,4,2,156,1,301,243,52,6
0,4,2,156,2,647,380,258,9
0,4,2,157,1,590,479,106,5
0,4,2,157,2,812,388,413,11
0,4,2,158,1,136,112,22,2
0,4,2,158,2,193,116,73,4
0,4,2,159,1,340,308,28,4
0,4,2,159,2,685,423,248,14
0,4,2,160,1,477,419,57,1
0,4,2,160,2,827,617,202,8
0,4,2,161,1,145,125,19,1
0,4,2,161,2,434,340,88,6
0,4,2,162,1,427,355,67,5
0,4,2,162,2,589,298,275,16
0,4,2,163,1,574,485,77,12
0,4,2,163,2,1140,625,484,31
0,4,2,164,1,672,549,115,8
0,4,2,164,2,972,581,377,14
0,4,2,165,1,453,371,74,8
0,4,2,165,2,821,457,350,14
0,4,2,166,1,492,408,79,5
0,4,2,166,2,595,295,293,7
0,4,2,167,1,504,433,67,4
0,4,2,167,2,915,455,436,24
0,4,2,168,1,387,322,59,6
0,4,2,168,2,959,476,464,19
0,4,2,169,1,616,523,86,7
0,4,2,169,2,858,434,407,17
0,4,2,170,1,532,443,85,4
0,4,2,170,2,695,361,318,16
0,4,2,171,1,602,523,73,6
0,4,2,171,2,1337,903,411,23
0,4,2,172,1,270,252,16,2
0,4,2,172,2,419,305,110,4
0,4,2,173,1,344,291,49,4
0,4,2,173,2,502,291,204,7
0,4,2,174,1,304,264,39,1
0,4,2,174,2,917,563,336,18
0,4,2,175,1,514,418,90,6
0,4,2,175,2,854,439,405,10
0,4,2,176,1,383,318,54,11
0,4,2,176,2,724,397,322,5
0,4,2,177,1,411,365,45,1
0,4,2,177,2,1001,688,303,10
0,4,2,178,1,249,168,79,2
0,4,2,178,2,816,254,550,12
0,4,2,179,1,522,417,102,3
0,4,2,179,2,1021,583,421,17
0,4,2,180,1,305,260,41,4
0,4,2,180,2,837,514,310,13
0,4,2,181,1,206,189,14,3
0,4,2,181,2,882,672,199,11
0,4,2,182,1,505,443,58,4
0,4,2,182,2,1593,1057,504,32
0,4,2,183,1,435,333,92,10
0,4,2,183,2,1110,514,563,33
0,4,2,184,1,412,306,95,11
0,4,2,184,2,1152,407,725,20
0,4,2,185,1,675,531,135,9
0,4,2,185,2,1367,755,599,13
0,4,2,186,1,72,48,23,1
0,4,2,186,2,231,88,140,3
0,4,2,187,1,334,279,51,4
0,4,2,187,2,949,573,366,10
0,4,2,188,1,295,231,61,3
0,4,2,188,2,1052,375,659,18
0,4,2,189,1,364,288,69,7
0,4,2,189,2,982,561,410,11
0,4,2,190,1,458,374,82,2
0,4,2,190,2,1399,644,735,20
0,4,2,191,1,300,242,55,3
0,4,2,191,2,870,364,492,14
0,4,2,192,1,367,285,78,4
0,4,2,192,2,971,546,411,14
0,4,2,193,1,425,336,85,4
0,4,2,193,2,1035,393,620,22
0,4,2,194,1,176,143,28,5
0,4,2,194,2,428,167,251,10
0,4,2,195,1,357,300,49,8
0,4,2,195,2,856,446,399,11
0,4,2,196,1,219,148,68,3
0,4,2,196,2,832,218,600,14
0,4,2,197,1,401,334,64,3
0,4,2,197,2,941,513,418,10
0,4,2,198,1,640,494,137,9
0,4,2,198,2,1393,545,826,22
0,4,2,199,1,658,512,139,7
0,4,2,199,2,964,394,563,7
0,4,2,200,1,581,466,102,13
0,4,2,200,2,1414,789,603,22
0,4,2,201,1,606,486,115,5
0,4,2,201,2,891,404,478,9
0,4,2,202,1,449,364,79,6
0,4,2,202,2,755,395,350,10
0,4,2,203,1,420,340,77,3
0,4,2,203,2,695,351,332,12
0,4,2,204,1,441,376,61,4
0,4,2,204,2,870,582,281,7
0,4,2,205,1,461,385,70,6
0,4,2,205,2,814,431,372,11
0,4,2,206,1,475,392,74,9
0,4,2,206,2,861,378,467,16
0,4,2,207,1,664,560,96,8
0,4,2,207,2,924,474,431,19
0,4,2,208,1,227,196,27,4
0,4,2,208,2,720,541,174,5
0,4,2,209,1,361,282,72,7
0,4,2,209,2,686,317,352,17
0,4,2,210,1,237,213,22,2
0,4,2,210,2,531,392,134,5
0,4,2,211,1,371,307,63,1
0,4,2,211,2,1104,496,584,24
0,4,2,212,1,396,324,62,10
0,4,2,212,2,1405,791,599,15
0,4,2,213,1,244,158,77,9
0,4,2,213,2,1147,236,900,11
0,4,2,214,1,174,134,37,3
0,4,2,214,2,704,200,494,10
0,4,2,215,1,454,391,59,4
0,4,2,215,2,919,505,393,21
0,4,2,216,1,427,356,66,5
0,4,2,216,2,666,367,290,9
0,4,2,217,1,403,336,61,6
0,4,2,217,2,612,332,269,11
0,4,2,218,1,450,343,101,6
0,4,2,218,2,584,277,301,6
0,4,2,219,1,601,491,107,3
0,4,2,219,2,904,431,457,16
0,4,2,220,1,239,181,56,2
0,4,2,220,2,391,171,212,8
0,4,2,221,1,326,268,52,6
0,4,2,221,2,764,393,357,14
0,4,2,222,1,494,409,82,3
0,4,2,222,2,844,381,450,13
0,4,2,223,1,487,380,102,5
0,4,2,223,2,663,341,311,11
0,4,2,224,1,591,480,104,7
0,4,2,224,2,852,349,493,10
0,4,2,225,1,557,415,138,4
0,4,2,225,2,663,251,405,7
0,4,2,226,1,404,320,81,3
0,4,2,226,2,795,345,438,12
0,4,2,227,1,515,408,105,2
0,4,2,227,2,398,174,222,2
0,4,2,228,1,379,306,69,4
0,4,2,228,2,448,211,230,7
0,4,2,229,1,341,293,46,2
0,4,2,229,2,867,466,383,18
0,4,2,230,1,219,178,37,4
0,4,2,230,2,596,334,242,20
0,4,2,231,1,35,31,4,0
0,4,2,231,2,265,206,54,5
0,4,2,232,1,299,250,46,3
0,4,2,232,2,979,532,431,16
0,4,2,233,1,263,231,28,4
0,4,2,233,2,911,541,346,24
0,4,2,234,1,349,297,46,6
0,4,2,234,2,1058,588,457,13
0,4,2,235,1,115,100,14,1
0,4,2,235,2,326,199,120,7
0,4,2,236,1,316,267,47,2
0,4,2,236,2,1032,665,347,20
0,4,2,237,1,297,253,42,2
0,4,2,237,2,870,558,297,15
0,4,2,238,1,121,97,23,1
0,4,2,238,2,378,207,161,10
0,4,2,239,1,134,114,19,1
0,4,2,239,2,539,408,126,5
0,4,2,240,1,1,0,0,1
0,4,2,240,2,4,4,0,0
0,4,2,241,1,20,19,1,0
0,4,2,241,2,85,67,18,0
0,4,2,242,1,0,0,0,0
0,4,2,242,2,0,0,0,0
0,4,2,243,1,321,249,68,4
0,4,2,243,2,1381,629,714,38
0,4,2,244,1,653,529,119,5
0,4,2,244,2,1115,558,537,20
0,4,2,245,1,610,527,79,4
0,4,2,245,2,1152,694,440,18
0,4,2,246,1,338,290,45,3
0,4,2,246,2,594,337,248,9
0,4,2,247,1,801,676,117,8
0,4,2,247,2,1539,1070,452,17
0,4,2,248,1,338,307,26,5
0,4,2,248,2,869,626,224,19
0,4,2,249,1,394,317,75,2
0,4,2,249,2,911,524,380,7
0,4,2,250,1,259,192,63,4
0,4,2,250,2,485,236,239,10
0,4,2,251,1,210,171,33,6
0,4,2,251,2,423,184,232,7
0,4,2,252,1,534,476,53,5
0,4,2,252,2,1024,792,221,11
0,4,2,253,1,291,244,47,0
0,4,2,253,2,922,563,350,9
0,4,2,254,1,257,243,14,0
0,4,2,254,2,870,723,137,10
0,4,2,255,1,234,230,2,2
0,4,2,255,2,723,692,27,4
0,4,2,256,1,158,133,24,1
0,4,2,256,2,468,317,140,11
0,4,2,257,1,327,314,11,2
0,4,2,257,2,886,802,78,6
0,4,2,258,1,263,240,23,0
0,4,2,258,2,568,512,50,6
0,4,2,259,1,236,216,20,0
0,4,2,259,2,638,521,111,6
0,4,2,260,1,291,266,20,5
0,4,2,260,2,1041,829,198,14
0,4,2,261,1,77,66,11,0
0,4,2,261,2,207,110,92,5
0,4,2,262,1,320,280,37,3
0,4,2,262,2,825,505,303,17
0,4,2,263,1,162,140,19,3
0,4,2,263,2,652,403,235,14
0,4,2,264,1,540,508,26,6
0,4,2,264,2,1234,1041,184,9
0,4,2,265,1,433,380,47,6
0,4,2,265,2,922,691,220,11
0,4,2,266,1,394,349,42,3
0,4,2,266,2,678,383,283,12
0,4,2,267,1,242,202,39,1
0,4,2,267,2,711,410,290,11
0,4,2,268,1,74,49,25,0
0,4,2,268,2,108,35,71,2
0,4,2,269,1,263,225,36,2
0,4,2,269,2,660,411,241,8
0,4,2,270,1,152,137,15,0
0,4,2,270,2,439,323,111,5
0,4,2,271,1,196,171,24,1
0,4,2,271,2,683,372,298,13
0,4,2,272,1,217,190,22,5
0,4,2,272,2,689,446,239,4
0,4,2,273,1,346,288,55,3
0,4,2,273,2,922,564,346,12
0,4,2,274,1,408,360,42,6
0,4,2,274,2,1124,758,346,20
0,4,2,275,1,395,344,46,5
0,4,2,275,2,678,424,240,14
0,4,2,276,1,188,155,30,3
0,4,2,276,2,471,327,137,7
0,4,2,277,1,404,356,46,2
0,4,2,277,2,967,687,270,10
0,4,2,278,1,261,220,39,2
0,4,2,278,2,786,437,337,12
0,4,2,279,1,358,308,46,4
0,4,2,279,2,838,603,226,9
0,4,2,280,1,241,200,38,3
0,4,2,280,2,591,351,231,9
0,4,2,281,1,291,261,27,3
0,4,2,281,2,701,512,179,10
0,4,2,282,1,282,249,31,2
0,4,2,282,2,680,414,260,6
0,4,2,283,1,205,190,14,1
0,4,2,283,2,394,272,116,6
0,4,2,284,1,361,300,58,3
0,4,2,284,2,782,411,362,9
0,4,2,285,1,242,211,27,4
0,4,2,285,2,659,330,318,11
0,4,2,286,1,347,270,72,5
0,4,2,286,2,776,358,406,12
0,4,2,287,1,317,253,55,9
0,4,2,287,2,929,512,400,17
0,4,2,288,1,299,255,43,1
0,4,2,288,2,839,412,415,12
0,4,2,289,1,50,45,5,0
0,4,2,289,2,200,141,55,4
0,4,2,290,1,192,159,31,2
0,4,2,290,2,608,319,273,16
0,4,2,291,1,281,227,51,3
0,4,2,291,2,888,440,429,19
0,4,2,292,1,325,249,70,6
0,4,2,292,2,774,352,406,16
0,4,2,293,1,238,207,24,7
0,4,2,293,2,511,267,229,15
0,4,2,294,1,57,48,9,0
0,4,2,294,2,200,120,78,2
0,4,2,295,1,212,179,29,4
0,4,2,295,2,572,384,177,11
0,4,2,296,1,288,241,43,4
0,4,2,296,2,385,177,204,4
0,4,2,297,1,306,248,53,5
0,4,2,297,2,840,396,429,15
0,4,2,298,1,439,345,88,6
0,4,2,298,2,883,404,459,20
0,4,2,299,1,437,366,62,9
0,4,2,299,2,801,513,277,11
0,4,2,300,1,543,416,117,10
0,4,2,300,2,994,464,506,24
0,4,2,301,1,491,415,68,8
0,4,2,301,2,944,534,393,17
0,4,2,302,1,61,42,16,3
0,4,2,302,2,118,26,86,6
0,4,2,303,1,514,424,82,8
0,4,2,303,2,1031,555,458,18
0,4,2,304,1,269,219,44,6
0,4,2,304,2,433,219,210,4
0,4,2,305,1,455,380,71,4
0,4,2,305,2,1152,558,570,24
0,4,2,306,1,506,408,87,11
0,4,2,306,2,1060,508,528,24
0,4,2,307,1,604,472,125,7
0,4,2,307,2,772,364,395,13
0,4,2,308,1,474,380,83,11
0,4,2,308,2,657,307,338,12
0,4,2,309,1,517,437,77,3
0,4,2,309,2,745,330,402,13
0,4,2,310,1,488,393,88,7
0,4,2,310,2,741,314,411,16
0,4,2,311,1,713,549,158,6
0,4,2,311,2,1116,467,634,15
0,4,2,312,1,210,174,33,3
0,4,2,312,2,412,184,220,8
0,4,2,313,1,744,631,100,13
0,4,2,313,2,1177,621,534,22
0,4,2,314,1,327,268,51,8
0,4,2,314,2,603,272,316,15
0,4,2,315,1,349,281,59,9
0,4,2,315,2,672,278,384,10
0,4,2,316,1,466,374,88,4
0,4,2,316,2,692,328,356,8
0,4,2,317,1,666,551,104,11
0,4,2,317,2,949,451,483,15
0,4,2,318,1,338,270,60,8
0,4,2,318,2,647,253,380,14
0,4,2,319,1,73,62,11,0
0,4,2,319,2,142,97,40,5
0,4,2,320,1,630,547,70,13
0,4,2,320,2,703,351,335,17
0,4,2,321,1,483,415,58,10
0,4,2,321,2,557,287,259,11
0,4,2,322,1,762,670,80,12
0,4,2,322,2,767,426,323,18
0,4,2,323,1,314,285,23,6
0,4,2,323,2,711,492,200,19
0,4,2,324,1,573,487,80,6
0,4,2,324,2,847,397,435,15
0,4,2,325,1,419,352,59,8
0,4,2,325,2,671,328,328,15
0,4,2,326,1,522,438,83,1
0,4,2,326,2,582,284,278,20
0,4,2,327,1,227,182,40,5
0,4,2,327,2,264,102,154,8
0,4,2,328,1,384,301,76,7
0,4,2,328,2,1000,546,433,21
0,4,2,329,1,470,385,82,3
0,4,2,329,2,934,573,341,20
0,4,2,330,1,261,210,49,2
0,4,2,330,2,589,307,270,12
0,4,2,331,1,192,169,20,3
0,4,2,331,2,451,322,121,8
0,4,2,332,1,375,306,57,12
0,4,2,332,2,956,581,359,16
0,4,2,333,1,351,275,69,7
0,4,2,333,2,692,348,321,23
0,4,2,334,1,436,378,54,4
0,4,2,334,2,830,585,234,11
0,4,2,335,1,322,262,53,7
0,4,2,335,2,877,442,412,23
0,4,2,336,1,162,134,24,4
0,4,2,336,2,459,245,207,7
0,4,2,337,1,267,228,35,4
0,4,2,337,2,753,465,277,11
0,4,2,338,1,405,377,22,6
0,4,2,338,2,366,250,102,14
0,4,2,339,1,496,419,73,4
0,4,2,339,2,644,313,313,18
0,4,2,340,1,400,351,33,16
0,4,2,340,2,582,368,196,18
0,4,2,341,1,266,219,45,2
0,4,2,341,2,749,409,323,17
0,4,2,342,1,455,365,85,5
0,4,2,342,2,721,401,302,18
0,4,2,343,1,403,343,46,14
0,4,2,343,2,842,496,330,16
0,4,2,344,1,573,455,109,9
0,4,2,344,2,727,355,357,15
0,4,2,345,1,182,156,26,0
0,4,2,345,2,396,223,166,7
0,4,2,346,1,470,393,71,6
0,4,2,346,2,746,395,334,17
0,4,2,347,1,284,236,42,6
0,4,2,347,2,630,458,163,9
0,4,2,348,1,287,242,42,3
0,4,2,348,2,542,328,208,6
0,4,2,349,1,458,370,81,7
0,4,2,349,2,795,511,274,10
0,4,2,350,1,345,304,39,2
0,4,2,350,2,990,738,231,21
0,4,2,351,1,448,385,53,10
0,4,2,351,2,793,462,319,12
0,4,2,352,1,437,377,51,9
0,4,2,352,2,1032,676,341,15
0,4,2,353,1,73,54,19,0
0,4,2,353,2,288,195,90,3
0,4,2,354,1,404,365,31,8
0,4,2,354,2,1094,875,210,9
0,4,2,355,1,510,430,74,6
0,4,2,355,2,1377,856,502,19
0,4,2,356,1,294,238,43,13
0,4,2,356,2,693,415,264,14
0,4,2,357,1,300,269,30,1
0,4,2,357,2,685,459,215,11
0,4,2,358,1,519,435,74,10
0,4,2,358,2,966,530,415,21
0,4,2,359,1,418,348,67,3
0,4,2,359,2,993,562,417,14
0,4,2,360,1,242,219,21,2
0,4,2,360,2,716,530,172,14
0,4,2,361,1,158,122,32,4
0,4,2,361,2,348,126,214,8
0,4,2,362,1,543,436,106,1
0,4,2,362,2,1127,565,548,14
0,4,2,363,1,456,349,105,2
0,4,2,363,2,1061,460,588,13
0,4,2,364,1,565,463,93,9
0,4,2,364,2,1183,589,573,21
0,4,3,365,1,2007,1513,473,21
0,4,3,365,2,1852,695,1139,18
0,4,3,366,1,1392,1085,303,4
0,4,3,366,2,1556,555,984,17
0,4,3,367,1,1158,931,216,11
0,4,3,367,2,1255,597,644,14
0,4,3,368,1,1536,1194,331,11
0,4,3,368,2,1606,640,954,12
0,4,3,369,1,1262,892,356,14
0,4,3,369,2,1697,576,1106,15
0,4,3,370,1,893,703,188,2
0,4,3,370,2,1011,465,533,13
0,4,3,371,1,727,549,176,2
0,4,3,371,2,725,351,361,13
0,4,3,372,1,382,310,70,2
0,4,3,372,2,920,447,457,16
0,4,3,373,1,1114,840,264,10
0,4,3,373,2,1800,593,1187,20
0,4,3,374,1,1204,884,310,10
0,4,3,374,2,1743,478,1249,16
0,4,3,375,1,1281,944,331,6
0,4,3,375,2,2100,641,1432,27
0,4,3,376,1,2260,1659,587,14
0,4,3,376,2,1951,643,1293,15
0,4,3,377,1,818,612,192,14
0,4,3,377,2,1059,345,701,13
0,4,3,378,1,1278,1015,251,12
0,4,3,378,2,982,478,492,12
0,4,3,379,1,67,39,28,0
0,4,3,379,2,378,102,271,5
0,4,3,380,1,76,60,14,2
0,4,3,380,2,252,64,182,6
0,4,3,381,1,127,74,51,2
0,4,3,381,2,193,35,155,3
0,4,3,382,1,465,260,198,7
0,4,3,382,2,2132,444,1654,34
