"time_offset_ms","sid","cid","pid","vid","tally","votes_bidenj","votes_trumpd","votes_others"
0,21,17,2360,1,499,305,169,25
0,21,17,2361,1,501,293,192,16
0,21,17,2362,1,403,209,177,17
0,21,17,2363,1,491,274,203,14
0,21,17,2364,1,313,179,124,10
0,21,17,2365,1,501,283,197,21
0,21,17,2366,1,299,176,107,16
0,21,17,2367,1,300,191,94,15
0,21,17,2368,1,580,226,347,7
0,21,17,2369,1,659,386,255,18
0,21,17,2370,1,383,225,137,21
0,21,17,2371,1,470,344,112,14
0,21,17,2372,1,0,0,0,0
0,21,17,2373,1,427,254,161,12
0,21,17,2374,1,425,341,73,11
0,21,17,2375,1,472,201,251,20
0,21,17,2376,1,609,251,335,23
0,21,17,2377,1,52,33,18,1
0,21,17,2378,1,646,394,226,26
0,21,17,2379,1,326,239,77,10
0,21,17,2380,1,279,178,83,18
0,21,17,2381,1,548,343,187,18
0,21,17,2382,1,417,294,116,7
0,21,17,2383,1,552,353,181,18
0,21,17,2384,1,475,313,149,13
0,21,17,2385,1,470,294,161,15
0,21,17,2386,1,683,327,333,23
0,21,17,2387,1,337,214,108,15
0,21,17,2388,1,524,346,167,11
0,21,17,2389,1,695,486,185,24
0,21,17,2390,1,528,358,150,20
0,21,17,2391,1,340,171,152,17
0,21,17,2392,1,374,215,147,12
0,21,17,2393,1,568,333,228,7
0,21,17,2394,1,633,448,154,31
0,21,17,2395,1,412,280,112,20
0,21,17,2396,1,602,397,186,19
0,21,17,2397,1,683,255,412,16
0,21,17,2398,1,677,414,247,16
0,21,17,2399,1,717,405,284,28
0,21,17,2400,1,705,329,347,29
0,21,17,2401,1,509,363,131,15
0,21,17,2402,1,269,152,107,10
0,21,17,2403,1,294,236,46,12
0,21,17,2404,1,463,270,174,19
0,21,17,2405,1,874,557,285,32
0,21,17,2406,1,700,442,230,28
0,21,17,2407,1,766,506,238,22
0,21,17,2408,1,319,205,102,12
0,21,17,2409,1,832,492,301,39
0,21,17,2410,1,814,507,272,35
0,21,17,2411,1,740,421,290,29
0,21,17,2412,1,515,345,151,19
0,21,17,2413,1,493,199,280,14
0,21,17,2414,1,355,130,210,15
0,21,17,2415,1,474,340,120,14
0,21,17,2416,1,647,429,197,21
0,21,17,2417,1,560,420,121,19
0,21,17,2418,1,646,426,201,19
0,21,17,2419,1,443,281,145,17
0,21,17,2420,1,427,296,117,14
0,21,17,2421,1,508,364,131,13
0,21,17,2422,1,711,530,169,12
0,21,17,2423,1,513,353,135,25
0,21,17,2424,1,412,276,128,8
0,21,17,2425,1,650,447,175,28
0,21,17,2426,1,762,542,192,28
0,21,17,2427,1,349,242,100,7
0,21,17,2428,1,618,366,225,27
0,21,17,2429,1,374,273,89,12
0,21,17,2430,1,523,352,161,10
0,21,17,2431,1,428,311,110,7
0,21,17,2432,1,300,188,100,12
0,21,17,2433,1,420,281,132,7
0,21,17,2434,1,370,262,99,9
0,21,17,2435,1,667,445,199,23
0,21,17,2436,1,451,278,165,8
0,21,17,2437,1,286,192,85,9
0,21,17,2438,1,296,219,70,7
0,21,17,2439,1,566,382,171,13
0,21,17,2440,1,530,200,315,15
0,21,17,2441,1,277,120,150,7
0,21,17,2442,1,642,310,310,22
0,21,17,2443,1,781,418,344,19
0,21,17,2444,1,635,360,252,23
0,21,17,2445,1,525,249,262,14
0,21,17,2446,1,710,526,168,16
0,21,17,2447,1,520,329,171,20
0,21,17,2448,1,496,218,253,25
0,21,17,2449,1,767,423,326,18
0,21,17,2450,1,154,42,109,3
0,21,17,2451,1,122,63,54,5
0,21,17,2452,1,655,269,370,16
0,21,17,2453,1,13,10,3,0
0,21,17,2454,1,434,378,54,2
0,21,17,2455,1,708,412,267,29
0,21,17,2456,1,452,300,133,19
0,21,17,2457,1,305,187,107,11
0,21,17,2458,1,224,136,84,4
0,21,17,2459,1,467,299,141,27
0,21,17,2460,1,356,310,37,9
0,21,17,2461,1,506,326,158,22
0,21,17,2462,1,659,309,324,26
0,21,17,2463,1,495,229,253,13
0,21,17,2464,1,421,300,100,21
0,21,17,2465,1,846,665,159,22
0,21,17,2466,1,339,221,105,13
0,21,17,2467,1,523,375,131,17
0,21,17,2468,1,406,296,98,12
0,21,17,2469,1,364,279,71,14
0,21,17,2470,1,144,100,43,1
0,21,17,2471,1,625,497,112,16
0,21,17,2472,1,748,545,181,22
0,21,17,2473,1,674,473,194,7
0,21,17,2474,1,539,415,108,16
0,21,17,2475,1,680,548,125,7
0,21,17,2476,1,643,518,109,16
0,21,17,2477,1,535,421,95,19
0,21,17,2478,1,199,147,48,4
0,21,17,2479,1,262,205,47,10
0,21,17,2480,1,431,311,101,19
0,21,17,2481,1,367,237,114,16
0,21,17,2482,1,299,235,61,3
0,21,17,2483,1,369,283,77,9
0,21,17,2484,1,349,261,77,11
0,21,17,2485,1,405,263,127,15
0,21,17,2486,1,340,252,74,14
0,21,17,2487,1,218,144,62,12
0,21,17,2488,1,402,301,97,4
0,21,17,2489,1,444,301,118,25
0,21,17,2490,1,332,253,75,4
0,21,17,2491,1,273,185,76,12
0,21,17,2492,1,692,511,159,22
0,21,17,2493,1,465,336,108,21
0,21,17,2494,1,498,348,134,16
0,21,17,2495,1,731,550,150,31
0,21,17,2496,1,371,267,98,6
0,21,17,2497,1,449,338,95,16
0,21,17,2498,1,560,427,116,17
0,21,17,2499,1,339,270,56,13
0,21,17,2500,1,200,143,54,3
0,21,17,2501,1,535,388,133,14
0,21,17,2502,1,350,244,91,15
0,21,17,2503,1,358,274,72,12
0,21,17,2504,1,429,335,82,12
0,21,17,2505,1,424,332,76,16
0,21,17,2506,1,569,443,115,11
0,21,17,2507,1,504,418,64,22
0,21,17,2508,1,528,377,136,15
0,21,17,2509,1,485,363,94,28
0,21,17,2510,1,397,320,64,13
0,21,17,2511,1,706,564,122,20
0,21,17,2512,1,409,307,90,12
0,21,17,2513,1,335,256,65,14
0,21,17,2514,1,729,588,104,37
0,21,17,2515,1,776,585,165,26
0,21,17,2516,1,681,520,136,25
0,21,17,2517,1,608,462,111,35
0,21,17,2518,1,686,530,133,23
0,21,17,2519,1,507,392,96,19
0,21,17,2520,1,391,274,109,8
0,21,17,2521,1,278,218,54,6
0,21,17,2522,1,460,379,68,13
0,21,17,2523,1,734,574,125,35
0,21,17,2524,1,296,238,47,11
0,21,17,2525,1,512,436,62,14
0,21,17,2526,1,409,262,130,17
0,21,17,2527,1,492,369,108,15
0,21,17,2528,1,526,368,132,26
0,21,17,2529,1,399,220,167,12
0,21,17,2530,1,760,618,120,22
0,21,17,2531,1,743,472,238,33
0,21,17,2532,1,748,429,287,32
0,21,17,2533,1,350,155,176,19
0,21,17,2534,1,79,54,25,0
0,21,17,2535,1,9,7,2,0
0,21,17,2536,1,635,406,202,27
0,21,17,2537,1,446,313,119,14
0,21,17,2538,1,535,353,169,13
0,21,17,2539,1,696,439,246,11
0,21,17,2540,1,721,458,240,23
0,21,17,2541,1,476,297,165,14
0,21,17,2542,1,223,130,85,8
0,21,17,2543,1,481,341,115,25
0,21,17,2544,1,519,388,111,20
0,21,17,2545,1,316,233,73,10
0,21,17,2546,1,521,349,156,16
0,21,17,2547,1,226,143,76,7
0,21,17,2548,1,587,393,177,17
0,21,17,2549,1,601,398,182,21
0,21,17,2550,1,457,292,152,13
0,21,17,2551,1,466,289,148,29
0,21,17,2552,1,279,150,119,10
0,21,17,2553,1,289,216,65,8
0,21,17,2554,1,619,421,184,14
0,21,17,2555,1,718,493,211,14
0,21,17,2556,1,268,160,100,8
0,21,17,2557,1,297,184,106,7
0,21,17,2558,1,515,373,126,16
0,21,17,2559,1,459,318,124,17
0,21,17,2560,1,427,299,118,10
0,21,17,2561,1,271,187,71,13
0,21,17,2562,1,584,380,186,18
0,21,17,2563,1,463,309,143,11
0,21,17,2564,1,367,253,104,10
0,21,17,2565,1,291,201,81,9
0,21,17,2566,1,303,201,94,8
0,21,17,2567,1,424,288,133,3
0,21,17,2568,1,329,216,104,9
0,21,17,2569,1,706,394,300,12
0,21,17,2570,1,713,481,214,18
0,21,17,2571,1,600,427,152,21
0,21,17,2572,1,479,377,76,26
0,21,17,2573,1,398,267,124,7
0,21,17,2574,1,697,462,221,14
0,21,17,2575,1,693,483,201,9
0,21,17,2576,1,653,460,173,20
0,21,17,2577,1,554,448,84,22
0,21,17,2578,1,531,361,147,23
0,21,17,2579,1,681,478,192,11
0,21,17,2580,1,291,229,54,8
0,21,17,2581,1,676,484,171,21
0,21,17,2582,1,594,375,207,12
0,21,17,2583,1,746,533,195,18
0,21,17,2584,1,560,417,129,14
0,21,17,2585,1,726,595,112,19
0,21,17,2586,1,205,141,62,2
0,21,17,2587,1,537,305,203,29
0,21,17,2588,1,250,176,62,12
0,21,17,2589,1,403,274,119,10
0,21,17,2590,1,821,561,235,25
0,21,17,2591,1,522,347,157,18
0,21,17,2592,1,620,412,193,15
0,21,17,2593,1,456,316,122,18
0,21,17,2594,1,695,444,228,23
0,21,17,2595,1,746,486,237,23
0,21,17,2596,1,619,431,174,14
0,21,17,2597,1,528,410,94,24
0,21,17,2598,1,619,386,210,23
0,21,17,2599,1,632,426,182,24
0,21,17,2600,1,511,322,177,12
0,21,17,2601,1,455,324,120,11
0,21,17,2602,1,380,241,134,5
0,21,17,2603,1,508,354,139,15
0,21,17,2604,1,322,216,94,12
0,21,17,2605,1,427,357,62,8
0,21,17,2606,1,448,342,95,11
0,21,17,2607,1,373,291,62,20
0,21,17,2608,1,384,312,64,8
0,21,17,2609,1,477,351,111,15
0,21,17,2610,1,310,234,68,8
0,21,17,2611,1,746,477,254,15
0,21,17,2612,1,791,512,248,31
0,21,17,2613,1,786,554,213,19
0,21,17,2614,1,667,495,159,13
0,21,17,2615,1,821,630,177,14
0,21,17,2616,1,552,437,93,22
0,21,17,2617,1,0,0,0,0
0,21,17,2618,1,597,444,132,21
0,21,17,2619,1,716,530,167,19
0,21,17,2620,1,616,458,135,23
0,21,17,2621,1,777,582,174,21
0,21,17,2622,1,467,335,115,17
0,21,17,2623,1,777,556,198,23
0,21,17,2624,1,689,456,219,14
0,21,17,2625,1,474,312,148,14
0,21,17,2626,1,746,532,191,23
0,21,17,2627,1,432,264,146,22
0,21,17,2628,1,541,334,200,7
0,21,17,2629,1,690,448,225,17
0,21,17,2630,1,375,265,102,8
0,21,17,2631,1,443,291,130,22
0,21,17,2632,1,595,256,323,16
0,21,17,2633,1,345,284,56,5
