"sid","cid","county_name","county_fips"
2,1,"ARKANSAS","unknown"
2,2,"ASHLEY","unknown"
2,3,"BAXTER","unknown"
2,4,"BENTON","unknown"
2,5,"BOONE","unknown"
2,6,"BRADLEY","unknown"
2,7,"CALHOUN","unknown"
2,8,"CARROLL","unknown"
2,9,"CHICOT","unknown"
2,10,"CLARK","unknown"
2,11,"CLAY","unknown"
2,12,"CLEBURNE","unknown"
2,13,"CLEVELAND","unknown"
2,14,"COLUMBIA","unknown"
2,15,"CONWAY","unknown"
2,16,"CRAIGHEAD","unknown"
2,17,"CRAWFORD","unknown"
2,18,"CRITTENDEN","unknown"
2,19,"CROSS","unknown"
2,20,"DALLAS","unknown"
2,21,"DESHA","unknown"
2,22,"DREW","unknown"
2,23,"FAULKNER","unknown"
2,24,"FRANKLIN","unknown"
2,25,"FULTON","unknown"
2,26,"GARLAND","unknown"
2,27,"GRANT","unknown"
2,28,"GREENE","unknown"
2,29,"HEMPSTEAD","unknown"
2,30,"HOT SPRING","unknown"
2,31,"HOWARD","unknown"
2,32,"INDEPENDENCE","unknown"
2,33,"IZARD","unknown"
2,34,"JACKSON","unknown"
2,35,"JEFFERSON","unknown"
2,36,"JOHNSON","unknown"
2,37,"LAFAYETTE","unknown"
2,38,"LAWRENCE","unknown"
2,39,"LEE","unknown"
2,40,"LINCOLN","unknown"
2,41,"LITTLE RIVER","unknown"
2,42,"LOGAN","unknown"
2,43,"LONOKE","unknown"
2,44,"MADISON","unknown"
2,45,"MARION","unknown"
2,46,"MILLER","unknown"
2,47,"MISSISSIPPI","unknown"
2,48,"MONROE","unknown"
2,49,"MONTGOMERY","unknown"
2,50,"NEVADA","unknown"
2,51,"NEWTON","unknown"
2,52,"OUACHITA","unknown"
2,53,"PERRY","unknown"
2,54,"PHILLIPS","unknown"
2,55,"PIKE","unknown"
2,56,"POINSETT","unknown"
2,57,"POLK","unknown"
2,58,"POPE","unknown"
2,59,"PRAIRIE","unknown"
2,60,"PULASKI","unknown"
2,61,"RANDOLPH","unknown"
2,62,"SALINE","unknown"
2,63,"SCOTT","unknown"
2,64,"SEARCY","unknown"
2,65,"SEBASTIAN","unknown"
2,66,"SEVIER","unknown"
2,67,"SHARP","unknown"
2,68,"ST FRANCIS","unknown"
2,69,"STONE","unknown"
2,70,"UNION","unknown"
2,71,"VAN BUREN","unknown"
2,72,"WASHINGTON","unknown"
2,73,"WHITE","unknown"
2,74,"WOODRUFF","unknown"
2,75,"YELL","unknown"
