"eevp_source","timestamp","year","mon","mday","hour","min","sec","sec_offset","votes","eevp","vote_shares_warnockr","vote_shares_loefflerk","vote_shares_collinsd"
"edison","2020-11-10T01:50:44Z",2020,11,10,1,50,44,1605001844,4903930,98,0.329,0.259,0.2
"edison","2020-11-10T13:26:05Z",2020,11,10,13,26,5,1605043565,4904209,98,0.329,0.259,0.2
"edison","2020-11-10T13:43:00Z",2020,11,10,13,43,0,1605044580,4904210,98,0.329,0.259,0.2
"edison","2020-11-10T14:25:48Z",2020,11,10,14,25,48,1605047148,4904215,98,0.329,0.259,0.2
"edison","2020-11-10T14:52:49Z",2020,11,10,14,52,49,1605048769,4904443,98,0.329,0.259,0.2
"edison","2020-11-10T15:48:57Z",2020,11,10,15,48,57,1605052137,4904452,98,0.329,0.259,0.2
"edison","2020-11-10T17:00:56Z",2020,11,10,17,0,56,1605056456,4904453,98,0.329,0.259,0.2
"edison","2020-11-10T18:45:48Z",2020,11,10,18,45,48,1605062748,4904848,98,0.329,0.259,0.2
"edison","2020-11-10T19:59:49Z",2020,11,10,19,59,49,1605067189,4904849,98,0.329,0.259,0.2
"edison","2020-11-10T20:02:48Z",2020,11,10,20,2,48,1605067368,4904854,98,0.329,0.259,0.2
"edison","2020-11-10T20:10:53Z",2020,11,10,20,10,53,1605067853,4904867,98,0.329,0.259,0.2
"edison","2020-11-10T20:22:50Z",2020,11,10,20,22,50,1605068570,4905000,98,0.329,0.259,0.2
"edison","2020-11-10T21:09:49Z",2020,11,10,21,9,49,1605071389,4905017,98,0.329,0.259,0.2
"edison","2020-11-10T21:17:48Z",2020,11,10,21,17,48,1605071868,4905020,98,0.329,0.259,0.2
"edison","2020-11-10T23:27:54Z",2020,11,10,23,27,54,1605079674,4905022,98,0.329,0.259,0.2
"edison","2020-11-10T23:40:51Z",2020,11,10,23,40,51,1605080451,4905142,98,0.329,0.259,0.2
"edison","2020-11-11T00:10:52Z",2020,11,11,0,10,52,1605082252,4907600,98,0.329,0.259,0.199
"edison","2020-11-11T12:34:08Z",2020,11,11,12,34,8,1605126848,4907668,98,0.329,0.259,0.199
"edison","2020-11-11T13:41:00Z",2020,11,11,13,41,0,1605130860,4907678,98,0.329,0.259,0.199
"edison","2020-11-11T15:22:09Z",2020,11,11,15,22,9,1605136929,4907679,98,0.329,0.259,0.199
"edison","2020-11-11T19:06:53Z",2020,11,11,19,6,53,1605150413,4907778,98,0.329,0.259,0.199
"edison","2020-11-11T22:31:48Z",2020,11,11,22,31,48,1605162708,4907860,98,0.329,0.259,0.199
"edison","2020-11-12T18:55:49Z",2020,11,12,18,55,49,1605236149,4907861,98,0.329,0.259,0.199
"edison","2020-11-12T23:57:58Z",2020,11,12,23,57,58,1605254278,4907978,98,0.329,0.259,0.199
"edison","2020-11-13T01:21:50Z",2020,11,13,1,21,50,1605259310,4908103,98,0.329,0.259,0.199
"edison","2020-11-13T17:20:50Z",2020,11,13,17,20,50,1605316850,4908110,98,0.329,0.259,0.199
"edison","2020-11-13T18:17:49Z",2020,11,13,18,17,49,1605320269,4908111,98,0.329,0.259,0.199
"edison","2020-11-13T20:40:50Z",2020,11,13,20,40,50,1605328850,4908113,98,0.329,0.259,0.199
"edison","2020-11-16T18:47:58Z",2020,11,16,18,47,58,1605581278,4908153,98,0.329,0.259,0.199
"edison","2020-11-17T19:30:51Z",2020,11,17,19,30,51,1605670251,4908425,98,0.329,0.259,0.199
"edison","2020-11-18T17:50:45Z",2020,11,18,17,50,45,1605750645,4908712,98,0.329,0.259,0.199
"edison","2020-11-19T17:01:01Z",2020,11,19,17,1,1,1605834061,4911403,98,0.329,0.259,0.199
"edison","2020-11-20T14:20:51Z",2020,11,20,14,20,51,1605910851,4914441,98,0.329,0.259,0.2
"edison","2020-11-20T17:20:46Z",2020,11,20,17,20,46,1605921646,4914534,98,0.329,0.259,0.2
"edison","2020-11-21T16:00:29Z",2020,11,21,16,0,29,1606003229,4914500,98,0.329,0.259,0.2
"edison","2020-11-21T16:03:06Z",2020,11,21,16,3,6,1606003386,4914499,98,0.329,0.259,0.2
"edison","2020-11-21T16:10:14Z",2020,11,21,16,10,14,1606003814,4914334,98,0.329,0.259,0.2
"edison","2020-11-23T13:27:10Z",2020,11,23,13,27,10,1606166830,4914330,98,0.329,0.259,0.2
"edison","2020-11-23T13:30:04Z",2020,11,23,13,30,4,1606167004,4914336,98,0.329,0.259,0.2
"edison","2020-11-23T13:33:28Z",2020,11,23,13,33,28,1606167208,4914533,98,0.329,0.259,0.2
"edison","2020-11-23T13:34:47Z",2020,11,23,13,34,47,1606167287,4914523,98,0.329,0.259,0.2
"edison","2020-11-23T13:37:35Z",2020,11,23,13,37,35,1606167455,4914425,98,0.329,0.259,0.2
"edison","2020-11-23T13:41:40Z",2020,11,23,13,41,40,1606167700,4914395,98,0.329,0.259,0.2
"edison","2020-11-23T13:48:28Z",2020,11,23,13,48,28,1606168108,4914394,98,0.329,0.259,0.2
"edison","2020-11-23T13:50:46Z",2020,11,23,13,50,46,1606168246,4914395,98,0.329,0.259,0.2
