"eevp_source","timestamp","year","mon","mday","hour","min","sec","sec_offset","votes","eevp","vote_shares_ossoffj","vote_shares_perdued"
"edison","2020-11-11T13:41:00Z",2020,11,11,13,41,0,1605130860,4945591,98,0.48,0.497
"edison","2020-11-11T19:06:53Z",2020,11,11,19,6,53,1605150413,4945700,98,0.48,0.497
"edison","2020-11-11T22:31:48Z",2020,11,11,22,31,48,1605162708,4945792,98,0.48,0.497
"edison","2020-11-12T18:55:49Z",2020,11,12,18,55,49,1605236149,4945794,98,0.48,0.497
"edison","2020-11-12T23:57:58Z",2020,11,12,23,57,58,1605254278,4945910,98,0.48,0.497
"edison","2020-11-13T01:21:50Z",2020,11,13,1,21,50,1605259310,4946038,98,0.48,0.497
"edison","2020-11-13T17:20:49Z",2020,11,13,17,20,49,1605316849,4946045,98,0.48,0.497
"edison","2020-11-13T18:17:49Z",2020,11,13,18,17,49,1605320269,4946047,98,0.48,0.497
"edison","2020-11-13T20:40:50Z",2020,11,13,20,40,50,1605328850,4946077,98,0.48,0.497
"edison","2020-11-16T18:47:58Z",2020,11,16,18,47,58,1605581278,4946137,98,0.48,0.497
"edison","2020-11-17T19:30:51Z",2020,11,17,19,30,51,1605670251,4946418,98,0.48,0.497
"edison","2020-11-18T17:50:45Z",2020,11,18,17,50,45,1605750645,4946706,98,0.48,0.497
"edison","2020-11-19T17:01:00Z",2020,11,19,17,1,0,1605834060,4949446,98,0.48,0.497
"ap","2020-11-20T00:38:52.823Z",NA,NA,NA,NA,NA,NA,NA,4949017,99,0.48,0.497
"edison","2020-11-20T14:20:51Z",2020,11,20,14,20,51,1605910851,4952516,99,0.479,0.497
"edison","2020-11-20T17:20:46Z",2020,11,20,17,20,46,1605921646,4952604,99,0.479,0.497
"edison","2020-11-20T23:06:38Z",2020,11,20,23,6,38,1605942398,4952492,99,0.479,0.497
"edison","2020-11-20T23:08:28Z",2020,11,20,23,8,28,1605942508,4952544,99,0.479,0.497
"edison","2020-11-20T23:10:47Z",2020,11,20,23,10,47,1605942647,4952435,99,0.479,0.497
"edison","2020-11-20T23:11:20Z",2020,11,20,23,11,20,1605942680,4952440,99,0.479,0.497
